Fra Station:,Aalborg,Aalborg Lufthavn,Aalborg Vestby,Aarhus H,Aarup,Albertslund,Alken,Allerød,Arden,Aulum,Avedøre,Bagsværd,Ballerup,Bedsted Thy,Bernstorffsvej,Birk Centerpark,Birkerød,Bispebjerg,Bjerringbro,Bording,Borris,Borup,Bramming,Brande,Bred,Bredebro,Brejning,Brøndby Strand,Brøndbyøster,Brønderslev,Brøns,Brørup,Buddinge,Bur,Børkop,Carlsberg,Charlottenlund,Danshøj,Dybbølsbro,Dyssegård,Døstrup Sdj,Egedal,Ejby,Emdrup,Engesvang,Esbjerg,Eskilstrup,Espergærde,Farum,Favrholm Station,Flintholm,Fredericia,Frederikshavn,Frederikssund,Friheden,Fruens Bøge,Fuglebakken,Gadstrup,Gelsted,Gentofte,Give,Gjesing,Glostrup,Glumsø,Gredstedbro,Greve,Gråsten,Grøndal,Guldager,Gårde,Gødstrup,Gørding,Hadsten,Hammerum,Hareskov,Haslev,Havdrup,Hedehusene,Hedensted,Hee,Hellerup,Helsingør,Herfølge,Herlev,Herning,Herning Messecenter,Hillerød,Hinnerup,Hjallese,Hjerm,Hjørring,Hjørring Øst,Hobro,Holbæk,Holme-Olstrup,Holmstrup,Holstebro,Holsted,Holte,Horsens,Humlebæk,Humlum,Hundige,Hurup Thy,Husum,Hvalsø,Hvidbjerg,Hviding,Hvidovre,Højby,Høje Taastrup,Højslev,Hørdum,Hørning,Høvelte,Ikast,Ishøj,Islev,Jelling,Jerne,Jersie,Jyderup,Jyllingevej,Jægersborg,KB Hallen,Kalundborg,Kalundborg Øst,Karlslunde,Kauslunde,Kibæk,Kildebakke,Kildedal,Klampenborg,Kliplev,Knabstrup,Kokkedal,Kolding,Korsør,Kvissel,Kværndrup,København H,København Syd (Ny Ellebjerg),"Københavns Lufthavn, Kastrup",Køge,Køge Nord,Langeskov,Langgade,Langå,Laven,Lejre,Lem,Lille Skensved,Lindholm,Lundby,Lunderskov,Lyngby,Lyngs,Malmparken,Middelfart,Måløv,Mørkøv,Nivå,Nordhavn,Nyborg,Nykøbing F,Næstved,Næstved Nord,Nørre Aaby,Nørre Alslev,Nørrebro,Nørreport,Oddesund Nord,Odense,Odense Sygehus,Ordrup,Padborg,Pederstrup,Peter Bangs Vej,Randers,Regstrup,Rejsby,Ribe,Ribe Nørremark,Ringe,Ringkøbing,Ringsted,Roskilde,Roskilde Festivalsplads,Rudme,Rungsted Kyst,Ry,Ryparken,Rødekro,Rødkærsbro,Rødovre,Sejstrup,Sig,Silkeborg,Sindal,Sjælør,Sjørring,Skalbjerg,Skalborg,Skanderborg,Skive,Skjern,Skodsborg,Skovbrynet,Skovlunde,Skærbæk,Skørping,Slagelse,Snedsted,Snekkersten,Solrød Strand,Sorgenfri,Sorø,Spangsbjerg,Sparkær,Stengården,Stenløse,Stenstrup,Stenstrup Syd,Stoholm,Struer,Studsgård,Støvring,Svanemøllen,Svebølle,Svejbæk,Svendborg,Svendborg Vest,Svenstrup,Sydhavn,Sønderborg,Taastrup,Tarm,Taulov,Thisted,Thyregod,Tim,Tinglev,Tistrup,Tjæreborg,Tolne,Tommerup,Trekroner,Troldhede,Tureby,Tårnby,Tølløse,Tønder,Tønder Nord,Uglev,Ulfborg,Ulstrup,Valby,Vallensbæk,Vamdrup,Vangede,Vanløse,Varde,Varde Kaserne,Varde Nord,Vedbæk,Vejen,Vejle,Vejle Sygehus,Veksø,Vemb,Vesterport,Viborg,Viby J,Viby Sj,Vigerslev Allé,Vildbjerg,Vinderup,Vinge,Vipperød,Virum,Visby,Vojens,Vordingborg,Vrå,Værløse,Ydby,Ålholm,Åmarken,Årslev,Ølby,Ølgod,Ølstykke,Ørestad,Østerport
Avedøre,57,0,0,74,3,-1,0,-1,0,4,-1,-1,-1,0,-1,0,-1,-1,0,0,1,-1,13,9,0,0,3,-1,-1,0,0,0,-1,0,7,-1,-1,-1,-1,-1,0,-1,0,-1,4,30,8,-1,-1,-1,-1,167,0,-1,-1,0,-1,-1,0,-1,0,0,-1,39,0,-1,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,3,0,-1,-1,-1,-1,28,0,-1,0,4,0,15,0,12,-1,126,0,14,7,-1,108,-1,4,-1,0,-1,-1,0,6,-1,0,-1,0,0,0,-1,0,-1,-1,2,0,-1,61,-1,-1,-1,125,59,-1,0,0,-1,-1,-1,0,4,-1,32,69,0,0,-1,-1,-1,-1,-1,7,-1,2,0,-1,0,-1,7,21,0,-1,0,-1,80,-1,32,-1,-1,247,329,1018,25,4,37,-1,-1,0,672,168,-1,0,0,-1,11,26,0,0,0,8,0,-1,-1,-1,0,-1,12,-1,33,0,-1,0,0,18,33,-1,0,0,0,16,1,11,-1,-1,-1,17,0,412,0,-1,-1,-1,195,0,0,-1,-1,0,0,0,4,0,0,-1,40,1,12,1,3,-1,3,-1,2,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,0,0,0,0,4,-1,-1,1,-1,-1,6,0,0,-1,14,58,0,-1,0,-1,17,0,-1,-1,0,0,-1,-1,-1,0,7,206,0,-1,0,-1,-1,0,-1,0,-1,-1,-1
Bagsværd,41,3,0,332,7,-1,0,-1,0,6,-1,-1,-1,5,-1,0,-1,-1,1,4,0,-1,3,4,3,0,2,-1,-1,0,0,7,-1,0,0,-1,-1,-1,-1,-1,0,-1,16,-1,4,156,5,-1,-1,-1,-1,121,10,-1,-1,0,-1,-1,0,-1,4,0,-1,54,0,-1,3,-1,0,0,0,0,3,0,-1,121,-1,-1,0,0,-1,-1,-1,-1,147,0,-1,2,0,0,13,3,11,-1,23,0,43,0,-1,60,-1,0,-1,0,-1,-1,0,0,-1,0,-1,0,0,0,-1,1,-1,-1,125,0,-1,39,-1,-1,-1,215,31,-1,0,4,-1,-1,-1,0,10,-1,38,134,0,0,-1,-1,-1,-1,-1,1,-1,0,1,-1,0,-1,0,8,7,-1,0,-1,58,-1,19,-1,-1,4198,362,728,11,21,28,-1,-1,0,1100,5,-1,7,0,-1,11,31,6,2,0,6,0,719,-1,-1,0,-1,0,-1,25,0,-1,0,0,18,0,-1,0,0,3,71,15,0,-1,-1,-1,4,0,811,1,-1,-1,-1,198,9,0,-1,-1,4,0,0,22,50,0,-1,13,4,37,10,0,-1,6,-1,0,0,0,0,0,0,0,0,0,3,-1,0,-1,-1,-1,4,10,0,0,0,-1,-1,7,-1,-1,13,0,0,-1,46,169,0,-1,0,-1,11,10,-1,-1,0,1,-1,-1,-1,0,2,180,0,-1,0,-1,-1,0,-1,0,-1,-1,-1
Ballerup,51,3,3,411,27,-1,0,-1,0,4,-1,-1,-1,0,-1,0,-1,-1,8,6,0,-1,8,38,0,0,20,-1,-1,0,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,1,77,3,-1,-1,-1,-1,126,1,-1,-1,12,-1,-1,7,-1,5,0,-1,35,0,-1,16,-1,0,0,4,3,3,0,-1,231,-1,-1,10,0,-1,-1,-1,-1,66,0,-1,4,6,0,10,0,28,-1,30,0,72,0,-1,121,-1,0,-1,19,-1,-1,0,0,-1,0,-1,0,0,0,-1,4,-1,-1,8,0,-1,16,-1,-1,-1,63,5,-1,0,0,-1,-1,-1,0,4,-1,128,93,0,0,-1,-1,-1,-1,-1,11,-1,0,0,-1,0,-1,0,10,3,-1,1,-1,167,-1,22,-1,-1,6247,601,774,10,10,37,-1,-1,0,1069,4,-1,0,0,-1,25,-1,0,7,5,58,0,-1,-1,-1,4,-1,8,-1,33,1,-1,0,0,28,0,-1,0,0,0,81,15,9,-1,-1,-1,10,0,545,0,-1,-1,-1,124,0,0,-1,-1,31,0,0,36,0,0,-1,6,6,47,31,3,-1,38,-1,0,0,3,0,0,10,5,0,0,17,-1,0,-1,-1,-1,4,0,0,0,0,-1,-1,16,-1,-1,5,0,0,-1,20,178,4,-1,0,-1,23,0,-1,-1,11,1,-1,-1,-1,0,68,309,6,-1,4,-1,-1,10,-1,0,-1,-1,-1
Bedsted Thy,5,0,1,176,0,0,0,0,0,30,0,5,0,-1,0,0,0,0,8,7,1,4,0,0,0,0,0,0,0,5,0,0,0,-1,4,0,4,0,0,0,0,0,0,0,5,2,0,0,0,0,0,34,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,9,4,0,0,0,0,0,0,0,2,0,0,118,5,5,4,0,-1,37,0,44,6,0,0,128,0,0,16,0,-1,0,-1,0,0,-1,0,0,0,0,31,-1,3,0,30,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,6,0,0,62,0,6,0,0,1,0,3,5,0,0,0,0,0,0,0,-1,0,1,0,0,3,0,0,2,5,0,0,0,0,0,-1,37,0,0,0,0,0,6,0,0,0,1,0,10,6,10,0,0,0,9,0,1,12,0,0,2,17,0,4,-1,0,0,10,-1,1,0,0,0,0,1,8,-1,0,5,0,4,0,2,0,0,0,0,6,-1,0,0,46,0,0,0,0,1,0,0,0,2,0,-1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,-1,3,0,4,0,0,0,0,0,0,0,0,1,43,0,0,7,0,113,6,0,0,27,-1,0,0,0,0,0,4,0,0,-1,0,0,0,1,0,0,0,1
Bernstorffsvej,37,0,0,245,0,-1,0,-1,0,0,-1,-1,-1,0,-1,1,-1,-1,0,0,0,-1,3,4,0,0,16,-1,-1,7,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,0,39,0,-1,-1,-1,-1,51,3,-1,-1,0,-1,-1,0,-1,0,0,-1,5,0,-1,1,-1,0,0,0,0,3,0,-1,62,-1,-1,1,0,-1,-1,-1,-1,70,0,-1,4,4,0,3,0,8,472,9,0,10,0,-1,107,-1,0,-1,0,-1,-1,0,0,-1,17,-1,0,0,0,-1,0,-1,-1,4,0,-1,19,-1,-1,-1,36,1,-1,0,0,-1,-1,-1,0,9,-1,49,38,0,6,-1,-1,-1,-1,-1,0,-1,0,0,-1,1,-1,0,3,1,-1,0,-1,145,-1,9,-1,-1,443,102,249,8,7,12,-1,-1,0,950,17,-1,0,0,-1,24,23,0,8,0,5,3,565,-1,-1,4,-1,8,-1,76,0,-1,0,0,34,0,-1,0,0,0,30,5,4,-1,-1,-1,0,0,317,4,-1,-1,-1,359,0,0,-1,-1,0,0,0,11,0,0,-1,1,0,21,24,0,-1,14,-1,0,0,0,0,0,0,0,0,0,3,-1,0,4,-1,112,0,0,0,1,2,-1,-1,0,-1,-1,11,0,0,-1,10,119,0,-1,0,-1,14,2,-1,-1,0,0,-1,8,-1,0,11,107,6,-1,0,-1,-1,4,-1,0,-1,-1,-1
Birk Centerpark,169,0,14,1761,4,0,0,0,0,-1,0,0,0,0,1,-1,0,0,-1,-1,-1,0,5,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,12,0,0,0,0,1,-1,44,0,0,0,0,0,51,0,0,4,0,1,0,0,0,-1,22,0,0,0,0,1,0,7,-1,-1,0,19,-1,0,0,0,0,14,-1,0,0,0,0,-1,-1,4,3,0,-1,24,0,21,0,0,0,-1,3,0,226,0,0,0,4,0,0,1,0,0,0,3,-1,0,24,0,-1,1,0,-1,0,0,0,0,4,0,0,0,0,0,-1,0,0,0,0,0,0,27,0,0,2,64,0,11,0,4,0,0,1,-1,0,-1,0,0,0,2,7,0,0,28,0,0,6,0,0,2,2,0,6,0,1,4,0,43,4,0,0,0,0,112,0,0,4,2,0,-1,1,6,0,0,0,-1,0,6,-1,0,0,10,-1,0,0,0,0,0,108,-1,-1,0,0,0,0,5,5,0,0,0,0,0,3,-1,0,0,0,0,-1,-1,-1,0,2,0,-1,4,2,0,0,1,0,-1,0,4,-1,-1,9,3,2,0,1,1,-1,0,0,0,2,0,5,-1,0,0,2,2,0,0,29,2,7,0,3,591,34,0,-1,0,-1,456,0,0,-1,-1,0,0,0,0,5,0,0,0,2,0,0,0,0,-1,0,0,0
Birkerød,120,0,0,688,1,-1,0,-1,0,0,-1,-1,-1,0,-1,0,-1,-1,41,0,0,-1,28,24,0,4,30,-1,-1,0,0,3,-1,0,13,-1,-1,-1,-1,-1,0,-1,13,-1,0,195,3,-1,-1,-1,-1,298,27,-1,-1,4,-1,-1,4,-1,4,0,-1,31,2,-1,11,-1,0,0,0,0,19,0,-1,195,-1,-1,2,0,-1,-1,8,-1,70,1,-1,15,13,0,17,0,32,-1,9,3,65,0,-1,98,-1,0,-1,4,-1,-1,4,6,-1,6,-1,0,0,1,-1,21,-1,-1,12,0,-1,63,-1,-1,-1,195,35,-1,0,0,-1,-1,-1,0,10,-1,315,226,0,4,-1,-1,-1,-1,-1,44,-1,3,1,-1,0,-1,0,63,14,-1,0,-1,432,-1,15,-1,-1,1097,613,962,97,133,30,-1,-1,0,2317,66,-1,1,0,-1,46,15,0,20,5,25,21,730,-1,-1,0,-1,45,-1,76,8,-1,0,0,52,3,-1,2,0,0,131,40,16,-1,-1,-1,13,5,2696,4,-1,-1,-1,502,0,0,-1,-1,7,0,2,28,0,1,-1,44,1,67,23,0,-1,56,-1,9,0,11,5,0,23,0,0,0,14,-1,3,26,-1,-1,10,0,4,0,1,-1,-1,0,-1,-1,56,7,0,-1,25,429,4,-1,3,-1,46,4,-1,-1,11,6,-1,-1,-1,0,29,295,0,-1,0,-1,-1,58,-1,1,-1,-1,-1
Bispebjerg,0,0,0,35,3,-1,0,-1,0,0,-1,-1,-1,0,-1,0,-1,-1,0,0,0,-1,1,0,3,0,0,-1,-1,0,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,0,9,3,-1,-1,-1,-1,9,0,-1,-1,0,-1,-1,0,-1,0,0,-1,33,4,-1,0,-1,0,0,0,0,0,0,-1,382,-1,-1,0,0,-1,-1,-1,-1,4,0,-1,0,0,0,0,0,3,320,37,0,0,0,-1,5,-1,0,-1,4,-1,-1,0,0,-1,6,-1,0,0,0,-1,0,-1,-1,0,0,-1,11,-1,-1,-1,44,2,-1,0,0,-1,-1,-1,0,1,-1,12,88,0,0,-1,-1,-1,-1,-1,11,-1,0,0,-1,0,-1,0,26,0,-1,0,-1,25,-1,9,-1,-1,194,207,1748,34,3,19,-1,-1,0,402,7,-1,0,0,-1,7,3,0,3,0,6,0,1529,-1,-1,0,-1,5,-1,1,0,-1,0,0,2,0,-1,0,0,0,11,0,0,-1,-1,-1,0,0,700,0,-1,-1,-1,262,0,0,-1,-1,6,0,5,0,0,0,-1,5,4,4,7,0,-1,3,-1,0,0,5,0,0,0,0,0,0,0,-1,0,-1,-1,-1,1,1,0,1,0,-1,-1,0,-1,-1,0,0,0,-1,0,52,0,-1,0,-1,4,4,-1,-1,0,0,-1,13,-1,0,4,138,0,-1,0,-1,-1,4,-1,0,-1,-1,-1
Bjerringbro,2506,27,32,-1,1,14,-1,5,-1,27,0,1,8,1,0,-1,41,0,-1,-1,0,1,24,48,0,0,4,0,0,51,1,6,4,7,19,13,0,0,10,1,0,0,0,1,-1,56,0,0,13,0,0,309,35,1,9,4,0,0,0,2,3,1,10,0,6,4,7,0,0,0,16,0,-1,-1,4,0,0,4,74,2,9,93,0,5,-1,2,31,-1,22,2,67,0,-1,16,0,0,86,4,3,679,2,2,5,42,0,2,16,0,4,10,65,-1,1,-1,0,-1,5,1,1,0,0,0,1,2,0,0,0,1,0,7,1,0,1,0,0,11,183,21,4,1,690,2,59,9,41,6,0,-1,-1,0,2,0,1205,0,28,27,16,5,34,6,0,6,14,48,16,34,0,10,0,2,44,0,337,1,0,4,0,0,-1,0,23,5,2,12,151,74,52,0,0,0,-1,12,20,-1,6,0,4,-1,10,1,33,0,87,-1,-1,13,8,0,27,0,98,124,13,2,0,4,12,2,-1,8,0,5,0,-1,854,0,108,12,0,-1,76,14,86,3,21,14,6,0,33,0,4,7,1,0,4,14,6,0,0,10,2,1,2,9,3,-1,19,4,35,4,5,9,1,9,0,25,600,0,0,0,1,-1,-1,0,0,23,100,0,0,0,0,44,9,59,10,4,0,6,0,0,6,4,11,13
Bording,257,0,4,1249,4,0,-1,1,0,-1,0,4,6,7,0,-1,0,0,-1,-1,-1,0,9,-1,0,0,4,0,0,6,0,4,0,0,13,1,0,0,0,0,0,0,5,0,-1,88,0,2,0,0,13,94,17,0,0,0,0,0,3,0,-1,0,0,0,0,0,10,0,0,0,-1,1,24,-1,0,0,0,0,-1,0,0,3,0,0,-1,-1,5,-1,13,7,67,0,52,0,0,0,-1,0,0,-1,0,0,0,3,0,0,0,0,0,0,1,-1,3,-1,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,8,1,35,6,0,0,74,0,18,10,22,0,1,-1,-1,0,1,0,4,0,5,2,0,0,14,0,0,0,0,2,0,5,0,0,0,1,52,0,87,0,0,1,0,0,74,0,0,1,2,0,5,50,9,0,0,0,-1,10,1,-1,0,0,0,-1,4,0,0,0,0,-1,-1,79,0,0,0,1,24,23,0,0,0,0,29,2,-1,1,0,0,0,-1,164,-1,53,3,0,-1,23,2,0,0,3,0,5,0,20,-1,3,2,1,0,0,6,4,-1,0,7,0,0,0,1,1,-1,2,0,0,0,1,35,32,14,0,2,210,4,0,2,0,-1,185,0,0,-1,-1,0,0,4,0,7,2,3,0,0,0,0,0,0,10,0,2,5
Borris,49,4,0,257,0,1,0,0,0,-1,1,0,0,1,0,-1,0,0,0,-1,-1,0,14,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,-1,101,0,0,2,0,0,12,6,0,7,0,0,0,0,0,-1,41,0,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,2,-1,0,1,0,0,-1,-1,2,0,0,2,10,0,6,3,0,0,-1,6,0,74,0,5,0,1,0,0,2,0,0,0,4,0,0,7,0,-1,4,0,12,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,51,1,0,0,37,0,0,10,7,0,0,0,0,0,-1,0,0,0,0,0,2,0,4,1,0,0,0,2,0,0,0,0,0,0,4,0,11,0,0,0,0,0,13,0,0,3,2,1,-1,7,3,0,0,0,11,0,6,0,0,0,-1,86,0,0,0,0,0,33,25,-1,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,20,-1,0,4,0,0,0,0,0,0,4,0,-1,0,2,-1,-1,0,-1,2,0,0,0,-1,0,0,0,8,0,1,-1,0,1,0,1,0,0,-1,-1,-1,0,7,51,2,0,-1,0,0,15,0,0,-1,0,0,1,0,0,3,6,0,0,0,0,0,0,0,-1,0,0,0
Borup,96,0,0,266,10,-1,0,-1,1,0,-1,-1,-1,4,-1,0,-1,-1,1,0,0,-1,37,10,0,0,1,-1,-1,0,0,6,-1,0,9,-1,-1,-1,-1,-1,0,-1,15,-1,0,44,236,11,-1,0,-1,153,0,-1,-1,4,-1,-1,0,-1,1,0,-1,-1,0,-1,0,-1,0,0,0,0,4,0,-1,-1,-1,-1,3,0,-1,104,-1,-1,55,0,229,1,0,1,0,0,32,-1,-1,0,22,1,-1,90,21,0,-1,0,-1,-1,0,0,-1,4,-1,0,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,128,12,-1,0,0,-1,-1,-1,0,-1,48,143,261,3,4,-1,-1,-1,-1,-1,7,-1,24,0,-1,0,-1,4,-1,6,-1,0,-1,147,-1,-1,6,-1,420,778,-1,-1,23,124,-1,-1,0,1525,31,-1,7,0,-1,15,-1,1,7,6,6,0,-1,-1,-1,0,1,3,-1,44,0,-1,0,0,13,0,-1,0,0,0,34,17,7,3,-1,-1,6,0,-1,0,19,-1,-1,-1,3,0,-1,-1,4,0,0,7,0,0,-1,-1,0,19,0,0,-1,33,-1,0,1,0,1,0,17,0,0,0,22,-1,0,-1,-1,-1,0,0,0,0,1,-1,-1,8,-1,-1,5,1,0,3,10,173,0,-1,0,-1,9,3,-1,-1,4,0,-1,-1,-1,0,7,374,0,-1,0,-1,-1,0,-1,6,-1,-1,-1
Bramming,1098,0,8,10526,63,11,6,26,16,4,13,3,8,0,3,2,28,1,26,7,15,63,-1,151,7,-1,79,13,22,3,-1,-1,22,2,138,13,38,7,43,30,-1,3,47,8,7,-1,1,80,14,0,22,2175,11,7,0,10,10,3,23,33,18,-1,53,1,-1,0,164,0,-1,-1,2,-1,80,5,3,1,0,10,265,6,1249,193,0,24,325,7,154,27,10,2,22,3,151,105,0,5,109,-1,9,1310,71,0,3,22,40,7,0,-1,6,4,1193,0,0,8,0,31,10,5,23,-1,10,14,5,1,0,7,0,0,2,10,11,0,185,56,2,97,-1,344,0,15,23276,167,2000,96,307,63,0,183,0,11,20,0,29,5,-1,48,0,20,1269,13,13,28,110,632,310,320,0,45,24,3,1085,0,10161,93,7,108,6,3,259,1,-1,-1,-1,19,192,1012,1335,0,0,58,28,9,405,16,8,-1,-1,118,0,24,0,3,24,750,30,483,20,7,17,-1,17,1017,1,36,7,3,280,-1,2,17,7,10,0,1,42,3,12,24,0,1,181,96,31,25,466,14,20,153,8,10,3,88,-1,-1,0,55,42,10,6,110,2,370,148,4,57,1,1637,11,-1,21,21,-1,-1,-1,57,-1,2485,5,0,41,22,135,360,30,0,21,0,0,1,6,60,-1,106,11,11,0,0,20,13,9,-1,3,231,866
Brande,844,6,12,4069,12,5,-1,20,7,-1,9,4,38,0,4,-1,24,0,44,-1,-1,7,143,-1,0,7,-1,17,35,17,0,112,8,1,-1,0,29,0,38,0,0,0,6,4,-1,124,0,8,14,0,10,1314,4,4,92,0,0,0,4,0,-1,8,38,9,13,25,10,1,7,-1,-1,0,24,-1,0,4,0,23,-1,0,187,40,0,18,-1,-1,82,30,13,33,11,0,209,30,0,1,2962,58,11,-1,25,2,68,21,4,0,25,0,0,4,136,23,1,68,0,-1,29,24,-1,0,0,5,0,5,0,1,0,0,1,-1,24,0,11,4,0,47,162,112,0,0,5475,47,520,28,110,6,6,5,-1,0,-1,0,23,1,10,25,0,0,143,7,0,3,24,113,67,97,0,17,1,0,309,3,2082,17,10,20,0,4,220,0,3,11,25,13,24,384,193,0,0,2,-1,4,163,95,4,0,-1,-1,0,11,17,4,7,400,78,-1,2,0,4,9,4,457,7,14,4,13,33,3,2,1,4,4,0,2,576,-1,55,31,5,-1,97,13,15,0,44,4,-1,2,39,-1,6,4,-1,0,0,12,3,-1,0,7,4,5,3,0,1,2,142,4,101,6,25,118,2,0,8,110,-1,-1,7,4,5,50,334,2,0,-1,38,0,0,18,0,43,16,10,15,3,0,4,6,4,-1,0,50,36
Bred,5,0,0,80,-1,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,-1,0,-1,0,0,0,0,0,3,0,-1,0,0,0,0,3,0,0,-1,0,0,215,0,4,0,0,3,-1,0,0,0,-1,0,0,-1,0,5,0,7,1,0,3,1,0,0,0,0,0,0,0,3,0,0,0,8,0,11,1,0,0,3,0,10,0,-1,0,0,0,4,0,0,-1,7,0,0,39,0,0,0,0,0,1,0,0,0,-1,51,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,-1,0,0,0,0,0,0,0,-1,5,0,-1,244,13,36,0,5,-1,0,0,0,0,0,0,0,0,17,0,0,0,-1,0,0,0,0,-1,0,9,0,-1,0,0,33,0,-1,-1,3,2,-1,0,0,0,0,0,0,-1,0,30,34,0,-1,0,0,0,19,0,0,0,0,7,0,0,0,-1,0,14,0,0,0,0,3,0,0,4,0,0,0,7,48,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,3,0,0,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,1,8,104,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,3,0,0,0,0,0,-1,0,0,0,0,2
Bredebro,18,4,0,97,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,-1,7,0,-1,0,0,0,0,-1,-1,2,0,0,0,0,0,0,1,-1,0,0,0,0,457,0,0,0,0,0,94,4,0,2,0,0,0,0,0,0,3,0,0,-1,0,1,0,4,5,0,-1,0,0,0,0,0,0,0,0,0,17,0,0,10,0,13,0,1,0,0,0,6,0,0,0,10,-1,0,15,0,0,0,2,0,0,0,-1,0,0,7,1,0,0,0,0,0,0,0,94,0,0,0,1,0,0,0,1,0,0,1,0,0,-1,0,0,222,0,0,0,44,0,8,0,7,0,0,1,0,0,4,0,0,0,9,5,0,0,36,0,0,0,0,6,26,6,0,0,0,0,4,0,88,1,0,-1,6,0,1,0,-1,-1,-1,0,6,36,6,0,0,0,0,0,-1,0,0,-1,0,11,0,0,0,0,0,3,1,54,0,0,0,-1,0,12,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,7,5,0,0,36,0,6,1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1,0,1,0,1,0,56,0,0,17,0,0,0,182,46,0,0,0,2,3,5,0,0,0,0,0,0,0,-1,-1,0,4,0,0,0,0,0,0,19,0,0,34
Brejning,229,0,7,3737,-1,13,-1,61,0,7,3,2,20,0,16,0,30,0,4,4,0,0,97,-1,-1,0,-1,0,0,0,0,-1,0,0,-1,4,7,10,4,3,0,0,-1,3,37,495,0,0,14,0,9,-1,3,1,3,17,3,3,-1,3,-1,0,9,11,6,0,33,0,0,0,4,8,90,45,0,0,0,6,-1,0,89,3,0,7,230,0,7,13,14,0,0,0,9,1,0,0,46,15,31,-1,4,0,0,6,7,0,0,7,0,4,105,2,0,10,0,20,0,8,-1,0,7,1,0,0,3,0,0,0,-1,0,0,3,1,0,0,0,-1,60,0,0,1274,39,87,5,129,1,1,64,0,16,1,0,4,0,-1,12,0,0,-1,10,0,4,7,17,7,30,0,-1,0,3,82,0,1460,4,3,2,0,0,71,0,3,41,4,4,4,122,118,0,0,3,-1,1,22,0,45,0,1,147,0,0,0,-1,7,-1,51,6,1,1,3,3,6,223,0,0,0,62,120,0,0,1,0,0,0,0,20,0,1,24,0,18,47,4,1,0,37,0,25,-1,2,-1,0,40,16,0,0,-1,0,0,0,4,10,3,7,0,0,0,49,7,-1,0,16,31,1,0,7,-1,-1,-1,3,0,0,100,307,0,0,5,0,0,0,43,0,18,31,3,27,4,0,2,4,0,2,0,1,70
Brøndby Strand,34,0,0,100,7,-1,0,-1,0,4,-1,-1,-1,0,-1,0,-1,-1,0,0,0,-1,13,17,0,0,0,-1,-1,3,0,16,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,4,17,9,-1,-1,-1,-1,49,0,-1,-1,0,-1,-1,0,-1,0,0,-1,49,0,-1,3,-1,0,0,0,0,13,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,23,0,-1,0,0,0,7,0,0,-1,67,0,5,0,-1,14,-1,0,-1,4,-1,-1,0,0,-1,0,-1,4,0,0,-1,13,-1,-1,0,0,-1,34,-1,-1,-1,104,11,-1,0,0,-1,-1,-1,7,3,-1,41,220,0,0,-1,-1,-1,-1,-1,7,-1,10,0,-1,0,-1,0,6,0,-1,0,-1,51,-1,3,-1,-1,197,382,1859,27,23,28,-1,-1,0,361,0,-1,0,0,-1,24,3,0,0,0,5,0,-1,-1,-1,0,-1,5,-1,1,0,-1,0,0,6,6,-1,6,0,0,24,0,0,-1,-1,-1,0,0,728,0,-1,-1,-1,120,0,0,-1,-1,0,0,1,1,0,0,-1,8,0,8,4,0,-1,16,-1,4,0,4,0,0,3,0,0,0,3,-1,0,-1,-1,-1,0,0,0,0,0,-1,-1,3,-1,-1,10,0,0,-1,4,92,0,-1,0,-1,4,0,-1,-1,0,0,-1,-1,-1,0,8,196,0,-1,0,-1,-1,0,-1,0,-1,-1,-1
