Fra Station:,Aalborg,Aalborg Lufthavn,Aalborg Vestby,Aarhus H,Aarup,Albertslund,Alken,Allerød,Arden,Aulum,Avedøre,Bagsværd,Ballerup,Bedsted Thy,Bernstorffsvej,Birk Centerpark,Birkerød,Bispebjerg,Bjerringbro,Bording,Borris,Borup,Bramming,Brande,Bred,Bredebro,Brejning,Brøndby Strand,Brøndbyøster,Brønderslev,Brøns,Brørup,Buddinge,Bur,Børkop,Carlsberg,Charlottenlund,Danshøj,Dybbølsbro,Dyssegård,Døstrup Sdj,Egedal,Ejby,Emdrup,Engesvang,Esbjerg,Eskilstrup,Espergærde,Farum,Favrholm Station,Flintholm,Fredericia,Frederikshavn,Frederikssund,Friheden,Fruens Bøge,Fuglebakken,Gadstrup,Gelsted,Gentofte,Give,Gjesing,Glostrup,Glumsø,Gredstedbro,Greve,Gråsten,Grøndal,Guldager,Gårde,Gødstrup,Gørding,Hadsten,Hammerum,Hareskov,Haslev,Havdrup,Hedehusene,Hedensted,Hee,Hellerup,Helsingør,Herfølge,Herlev,Herning,Herning Messecenter,Hillerød,Hinnerup,Hjallese,Hjerm,Hjørring,Hjørring Øst,Hobro,Holbæk,Holme-Olstrup,Holmstrup,Holstebro,Holsted,Holte,Horsens,Humlebæk,Humlum,Hundige,Hurup Thy,Husum,Hvalsø,Hvidbjerg,Hviding,Hvidovre,Højby,Høje Taastrup,Højslev,Hørdum,Hørning,Høvelte,Ikast,Ishøj,Islev,Jelling,Jerne,Jersie,Jyderup,Jyllingevej,Jægersborg,KB Hallen,Kalundborg,Kalundborg Øst,Karlslunde,Kauslunde,Kibæk,Kildebakke,Kildedal,Klampenborg,Kliplev,Knabstrup,Kokkedal,Kolding,Korsør,Kvissel,Kværndrup,København H,København Syd (Ny Ellebjerg),"Københavns Lufthavn, Kastrup",Køge,Køge Nord,Langeskov,Langgade,Langå,Laven,Lejre,Lem,Lille Skensved,Lindholm,Lundby,Lunderskov,Lyngby,Lyngs,Malmparken,Middelfart,Måløv,Mørkøv,Nivå,Nordhavn,Nyborg,Nykøbing F,Næstved,Næstved Nord,Nørre Aaby,Nørre Alslev,Nørrebro,Nørreport,Oddesund Nord,Odense,Odense Sygehus,Ordrup,Padborg,Pederstrup,Peter Bangs Vej,Randers,Regstrup,Rejsby,Ribe,Ribe Nørremark,Ringe,Ringkøbing,Ringsted,Roskilde,Roskilde Festivalsplads,Rudme,Rungsted Kyst,Ry,Ryparken,Rødekro,Rødkærsbro,Rødovre,Sejstrup,Sig,Silkeborg,Sindal,Sjælør,Sjørring,Skalbjerg,Skalborg,Skanderborg,Skive,Skjern,Skodsborg,Skovbrynet,Skovlunde,Skærbæk,Skørping,Slagelse,Snedsted,Snekkersten,Solrød Strand,Sorgenfri,Sorø,Spangsbjerg,Sparkær,Stengården,Stenløse,Stenstrup,Stenstrup Syd,Stoholm,Struer,Studsgård,Støvring,Svanemøllen,Svebølle,Svejbæk,Svendborg,Svendborg Vest,Svenstrup,Sydhavn,Sønderborg,Taastrup,Tarm,Taulov,Thisted,Thyregod,Tim,Tinglev,Tistrup,Tjæreborg,Tolne,Tommerup,Trekroner,Troldhede,Tureby,Tårnby,Tølløse,Tønder,Tønder Nord,Udland via Helsingør-Helsingborg overfart,Udland via Padborg grænse,Udland via Tønder grænse,Udland via Øresundsforbindelsen,Uglev,Ulfborg,Ulstrup,Valby,Vallensbæk,Vamdrup,Vangede,Vanløse,Varde,Varde Kaserne,Varde Nord,Vedbæk,Vejen,Vejle,Vejle Sygehus,Veksø,Vemb,Vesterport,Viborg,Viby J,Viby Sj,Vigerslev Allé,Vildbjerg,Vinderup,Vinge,Vipperød,Virum,Visby,Vojens,Vordingborg,Vrå,Værløse,Ydby,Ålholm,Åmarken,Årslev,Ølby,Ølgod,Ølstykke,Ørestad,Østerport
Avedøre,57,0,0,74,3,866,0,839,0,4,0,778,1064,0,225,0,1997,1517,0,0,1,38,13,9,0,0,3,27320,467,0,0,0,2605,0,7,5217,426,388,34850,423,0,220,0,1886,4,30,8,46,1214,13,3090,167,0,347,57786,0,2313,131,0,650,0,0,633,39,0,3768,0,1237,0,0,0,0,0,0,101,375,113,220,3,0,3901,183,19,3074,28,0,4775,0,4,0,15,0,12,626,126,0,14,7,710,108,63,4,13862,0,308,81,0,6,324,0,650,0,0,0,1,0,30924,144,2,0,707,61,140,2030,937,125,59,2646,0,0,391,37,1276,0,4,153,32,69,0,0,95983,14707,992,5287,1183,7,79,2,0,179,0,490,7,21,0,9188,0,819,80,293,32,47,16233,247,329,1018,25,4,37,6413,96116,0,672,168,319,0,0,300,11,26,0,0,0,8,0,610,1618,0,0,60,12,2074,33,0,214,0,0,18,33,11666,0,0,0,16,1,11,48,83,614,17,0,412,0,38,3620,341,195,0,0,425,163,0,0,0,4,0,0,7135,40,1,12,1,3,10860,3,697,2,0,0,0,0,0,0,0,0,0,480,1,58,351,236,0,0,0,0,0,14171,0,0,4,1133,19554,1,1823,480,6,0,0,49,14,58,0,18,0,26467,17,0,610,1436,0,0,10,10,331,0,7,206,0,268,0,4058,9415,0,3322,0,168,230,17273
Bagsværd,41,3,0,332,7,4235,0,86,0,6,795,0,108,5,274,0,140,6037,1,4,0,43,3,4,3,0,2,735,1176,0,0,7,72402,0,0,12720,1244,1055,25546,8010,0,14,16,27652,4,156,5,132,53750,1,5174,121,10,86,1164,0,4017,4,0,176,4,0,4920,54,0,433,3,3972,0,0,0,0,3,0,9384,121,50,156,0,0,3287,313,19,208,147,0,595,2,0,0,13,3,11,580,23,0,43,0,116,60,175,0,744,0,131,179,0,0,4047,0,537,0,0,0,0,1,931,55,125,0,332,39,107,138,3056,215,31,398,0,4,18221,12,1334,0,10,213,38,134,0,0,65237,2290,434,2586,299,1,120,0,1,116,0,1,0,8,7,601,0,51,58,69,19,122,42526,4198,362,728,11,21,28,13925,169966,0,1100,5,2984,7,0,248,11,31,6,2,0,6,0,719,3116,0,0,77,0,40207,25,0,4357,0,0,18,0,3786,0,0,3,71,15,0,11,6870,100,4,0,811,1,73,439,131,198,9,0,15152,21,4,0,0,22,50,0,34999,13,4,37,10,0,6911,6,1296,0,0,0,0,0,0,0,0,0,3,201,0,10,217,354,4,10,0,0,0,20973,0,0,0,17320,538,7,18032,1317,13,0,0,81,46,169,0,5,0,41785,11,10,52,4099,0,1,1,7,103,0,2,180,0,43559,0,2628,479,0,360,0,23,263,54400
Ballerup,51,3,3,411,27,568,0,215,0,4,1081,105,0,0,468,0,118,13772,8,6,0,62,8,38,0,0,20,221,1528,0,0,0,384,0,0,53890,4057,500,52076,166,0,30758,0,1196,1,77,3,57,152,0,48734,126,1,62639,747,12,11085,12,7,876,5,0,839,35,0,562,16,3760,0,0,4,3,3,0,35,231,23,148,10,0,6959,459,24,86065,66,0,667,4,6,0,10,0,28,412,30,0,72,0,254,121,118,0,400,19,51973,276,0,0,1895,0,528,0,0,0,0,4,647,8818,8,0,168,16,8611,207,1070,63,5,374,0,0,365,10742,4570,0,4,84,128,93,0,0,131995,3494,286,1283,589,11,6404,0,0,88,0,305,0,10,3,563,1,49845,167,95117,22,115,18575,6247,601,774,10,10,37,33026,86769,0,1069,4,2739,0,0,9786,25,9,0,7,5,58,0,707,1897,0,4,40,8,10013,33,1,1181,0,0,28,0,390,0,0,0,81,15,9,29,20,112668,10,0,545,0,150,261,242,124,0,0,160,57739,31,0,0,36,0,0,9836,6,6,47,31,3,1053,38,368,0,0,3,0,0,10,5,0,0,17,537,0,58,518,162,4,0,0,0,0,40637,0,0,0,82156,436,16,1458,253028,5,0,0,76,20,178,4,16423,0,42527,23,0,77,4041,11,1,1236,101,196,0,68,309,6,109,4,5030,148,10,1304,0,35818,350,37398
Bedsted Thy,5,0,1,176,0,0,0,0,0,30,0,5,0,0,0,0,0,0,8,7,1,4,0,0,0,0,0,0,0,5,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,2,0,0,0,0,0,34,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,9,4,0,0,0,0,0,0,0,2,0,0,118,5,5,4,0,3,37,0,44,6,0,0,128,0,0,16,0,10,0,3783,0,0,85,0,0,0,0,31,163,3,0,30,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,6,0,0,62,0,6,0,0,1,0,3,5,0,0,0,0,0,0,0,9,0,1,0,0,3,0,0,2,5,0,0,0,0,0,0,37,0,0,0,0,0,6,0,0,0,1,0,10,6,10,0,0,0,9,0,1,12,0,0,2,17,0,4,1081,0,0,10,41,1,0,0,0,0,1,8,728,0,5,0,4,0,2,0,0,0,0,6,711,0,0,46,0,0,0,0,1,0,0,0,2,0,13086,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,2,3,0,4,0,0,0,0,0,0,0,0,1,43,0,0,7,0,113,6,0,0,27,3,0,0,0,0,0,4,0,0,39,0,0,0,1,0,0,0,1
Bernstorffsvej,37,0,0,245,0,675,0,2121,0,0,225,267,470,0,0,1,3740,1712,0,0,0,31,3,4,0,0,16,406,588,7,0,0,482,0,0,2231,591,353,7192,378,0,27,0,608,0,39,0,101,371,6,4122,51,3,229,1791,0,5165,4,0,3387,0,0,982,5,0,538,1,1576,0,0,0,0,3,0,37,62,5,137,1,0,17312,267,10,2056,70,0,7903,4,4,0,3,0,8,472,9,0,10,0,9259,107,129,0,453,0,379,128,0,0,537,17,1320,0,0,0,4,0,1201,73,4,0,498,19,88,9366,867,36,1,355,0,0,775,140,1034,0,9,209,49,38,0,6,28711,2256,672,1760,598,0,386,0,0,40,1,3,0,3,1,30241,0,241,145,173,9,118,17081,443,102,249,8,7,12,5576,83229,0,950,17,782,0,0,165,24,23,0,8,0,5,3,565,2808,0,4,79,8,1137,76,0,542,0,0,34,0,4459,0,0,0,30,5,4,95,59,139,0,0,317,4,48,415,4196,359,0,0,154,96,0,0,0,11,0,0,13802,1,0,21,24,0,5078,14,450,0,0,0,0,0,0,0,0,0,3,328,0,4,79,112,0,0,0,0,0,13048,0,1,2,3266,573,0,242,115,11,0,0,162,10,119,0,69,0,24368,14,2,17,519,0,0,2,8,6968,0,11,107,6,491,0,1196,800,4,583,0,180,198,30991
Birk Centerpark,169,0,14,1761,4,0,0,0,0,63,0,0,0,0,1,0,0,0,1,107,3,0,5,577,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,1,381,44,0,0,0,0,0,51,0,0,4,0,1,0,0,0,123,22,0,0,0,0,1,0,7,0,64,0,19,365,0,0,0,0,14,1,0,0,0,0,11992,52,4,3,0,2,24,0,21,0,0,0,650,3,0,226,0,0,0,4,0,0,1,0,0,0,3,0,0,24,0,914,1,0,56,0,0,0,0,4,0,0,0,0,0,90,0,0,0,0,0,0,27,0,0,2,64,0,11,0,4,0,0,1,16,0,5,0,0,0,2,7,0,0,28,0,0,6,0,0,2,2,0,6,0,1,4,0,43,4,0,0,0,0,112,0,0,4,2,0,6,1,6,0,0,0,170,0,6,0,0,0,10,540,0,0,0,0,0,108,34,868,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,0,0,0,104,2,0,2,0,38,4,2,0,0,1,0,54,0,4,10,0,9,3,2,0,1,1,223,0,0,0,2,0,0,73,0,0,5,0,0,0,2,2,0,0,29,2,7,0,3,591,34,0,2,0,0,456,0,0,90,4,0,0,0,0,5,0,0,0,2,0,0,0,0,15,0,0,0
Birkerød,120,0,0,688,1,1892,0,63067,0,0,1968,142,117,0,3712,0,0,11488,41,0,0,106,28,24,0,4,30,988,664,0,0,3,768,0,13,5036,4093,3935,24080,299,0,15,13,2495,0,195,3,32,161,230,8191,298,27,154,2868,4,6941,13,4,6506,4,0,1325,31,2,435,11,3958,0,0,0,0,19,0,49,195,11,165,2,0,39369,1149,8,842,70,1,187386,15,13,0,17,0,32,1039,9,3,65,0,77047,98,42,0,1574,4,534,109,4,6,1005,6,2158,0,0,1,58,21,1668,196,12,0,187,63,185,5864,1355,195,35,498,0,0,403,26,1203,0,10,54,315,226,0,4,71942,9232,570,1135,335,44,840,3,1,109,0,2,0,63,14,147985,0,59,432,56,15,14,42575,1097,613,962,97,133,30,23677,204292,0,2317,66,1745,1,0,309,46,15,0,20,5,25,21,730,3200,0,0,27,45,6140,76,8,706,0,0,52,3,6371,2,0,0,131,40,16,46,22,255,13,5,2696,4,704,628,10570,502,0,0,77,26,7,0,2,28,0,1,37401,44,1,67,23,0,16061,56,699,9,0,11,5,0,23,0,0,0,14,649,3,26,153,213,10,0,0,0,0,27699,4,0,1,8370,957,0,423,320,56,7,0,136,25,429,4,23,3,55264,46,4,112,3835,11,6,2,18,12877,0,29,295,0,59,0,2171,2530,58,567,1,19,318,75202
Bispebjerg,0,0,0,35,3,12084,0,13678,0,0,1521,6040,13821,0,1724,0,11488,0,0,0,0,162,1,0,3,0,0,1690,6413,0,0,0,2243,0,0,3589,4828,12108,4310,464,0,805,0,507,0,9,3,476,2332,51,65610,9,0,7461,2971,0,12415,12,0,3432,0,0,18229,33,4,3016,0,17017,0,0,0,0,0,0,578,382,139,200,0,0,35422,1689,84,14597,4,0,17775,0,0,0,0,0,3,320,37,0,0,0,9604,5,1169,0,1978,4,2474,237,0,0,3265,6,14262,0,0,0,18,0,5112,1705,0,0,352,11,661,4298,19026,44,2,1244,0,0,760,1439,5043,0,1,1036,12,88,0,0,2728,45570,98,3049,1004,11,1356,0,0,196,0,24,0,26,0,25716,0,8357,25,8949,9,535,5908,194,207,1748,34,3,19,25622,1899,0,402,7,3673,0,0,751,7,3,0,3,0,6,0,1529,2155,0,0,340,5,24661,1,0,4430,0,0,2,0,1555,0,0,0,11,0,0,461,481,6603,0,0,700,0,509,689,8267,262,0,0,840,3229,6,0,5,0,0,0,1591,5,4,4,7,0,1829,3,10137,0,0,5,0,0,0,0,0,0,0,1968,0,29,127,57,1,1,0,0,0,1319,0,1,0,13040,1994,0,902,914,0,0,0,330,0,52,0,989,0,1132,4,4,58,42000,0,0,121,13,3402,0,4,138,0,1871,0,33120,618,4,4395,0,2269,74,2067
Bjerringbro,2506,27,32,22196,1,14,3,5,54,27,0,1,8,1,0,1,41,0,0,0,0,1,24,48,0,0,4,0,0,51,1,6,4,7,19,13,0,0,10,1,0,0,0,1,0,56,0,0,13,0,0,309,35,1,9,4,0,0,0,2,3,1,10,0,6,4,7,0,0,0,16,0,3874,13,4,0,0,4,74,2,9,93,0,5,72,2,31,597,22,2,67,0,905,16,0,0,86,4,3,679,2,2,5,42,0,2,16,0,4,10,65,186,1,112,0,8,5,1,1,0,0,0,1,2,0,0,0,1,0,7,1,0,1,0,0,11,183,21,4,1,690,2,59,9,41,6,0,2164,1,0,2,0,1205,0,28,27,16,5,34,6,0,6,14,48,16,34,0,10,0,2,44,0,337,1,0,4,0,0,1793,0,23,5,2,12,151,74,52,0,0,0,53,12,20,4725,6,0,4,49,10,1,33,0,87,427,2129,13,8,0,27,0,98,124,13,2,0,4,12,2,178,8,0,5,0,575,854,0,108,12,0,7,76,14,86,3,21,14,6,0,33,0,4,7,1,0,4,14,6,0,0,10,2,1,2,0,155,0,0,9,3,3102,19,4,35,4,5,9,1,9,0,25,600,0,0,0,1,50322,335,0,0,23,100,0,0,0,0,44,9,59,10,4,0,6,0,0,6,4,11,13
Bording,257,0,4,1249,4,0,2,1,0,38,0,4,6,7,0,101,0,0,0,0,20,0,9,375,0,0,4,0,0,6,0,4,0,0,13,1,0,0,0,0,0,0,5,0,700,88,0,2,0,0,13,94,17,0,0,0,0,0,3,0,20,0,0,0,0,0,10,0,0,0,337,1,24,70,0,0,0,0,11,0,0,3,0,0,9021,16,5,3,13,7,67,0,52,0,0,0,239,0,0,214,0,0,0,3,0,0,0,0,0,0,1,0,3,35,0,4572,0,0,22,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,8,1,35,6,0,0,74,0,18,10,22,0,1,0,12,0,1,0,4,0,5,2,0,0,14,0,0,0,0,2,0,5,0,0,0,1,52,0,87,0,0,1,0,0,74,0,0,1,2,0,5,50,9,0,0,0,89,10,1,0,0,0,0,2006,4,0,0,0,0,156,36,79,0,0,0,1,24,23,0,0,0,0,29,2,0,1,0,0,0,0,164,32,53,3,0,106,23,2,0,0,3,0,5,0,20,3,3,2,1,0,0,6,4,1,0,7,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,35,32,14,0,2,210,4,0,2,0,5,185,0,0,106,6,0,0,4,0,7,2,3,0,0,0,0,0,0,10,0,2,5
Borris,49,4,0,257,0,1,0,0,0,139,1,0,0,1,0,1,0,0,0,8,0,0,14,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20,101,0,0,2,0,0,12,6,0,7,0,0,0,0,0,8,41,0,0,0,0,0,0,2,9,62,0,0,32,0,0,0,0,2,12,0,1,0,0,4794,41,2,0,0,2,10,0,6,3,0,0,166,6,0,74,0,5,0,1,0,0,2,0,0,0,4,0,0,7,0,202,4,0,12,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,1,51,1,0,0,37,0,0,10,7,0,0,0,0,0,161,0,0,0,0,0,2,0,4,1,0,0,0,2,0,0,0,0,0,0,4,0,11,0,0,0,0,0,13,0,0,3,2,1,117,7,3,0,0,0,11,0,6,0,0,0,2,86,0,0,0,0,0,33,25,5342,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,20,9,0,4,0,0,0,0,0,0,4,0,355,0,2,0,2,0,19,2,0,0,0,126,0,0,0,8,0,0,0,0,4,1,37,0,1,0,1,0,0,99,2,5,0,7,51,2,0,0,0,0,15,0,0,58,0,0,1,0,0,3,6,0,0,0,0,0,0,0,274,0,0,0
Borup,96,0,0,266,10,596,0,126,1,0,38,43,62,4,31,0,107,162,1,0,0,0,37,10,0,0,1,26,734,0,0,6,112,0,9,3424,110,56,4913,18,0,21,15,178,0,44,236,11,97,0,457,153,0,146,40,4,323,171,0,230,1,0,2912,453,0,11,0,52,0,0,0,0,4,0,8,91,196,1858,3,0,456,104,0,4502,55,0,229,1,0,1,0,0,32,645,13,0,22,1,57,90,21,0,26,0,206,443,0,0,349,4,7026,0,0,0,0,0,35,984,0,0,15,60,88,168,40,128,12,7,0,0,51,6,247,0,2,48,143,261,3,4,37698,74,1425,318,26,7,23,24,0,75,0,116,4,42,6,413,0,98,147,63,27,6,439,420,778,3485,33,23,124,104,24462,0,1525,31,73,7,0,2339,15,2,1,7,6,6,0,12541,86599,0,0,1,3,239,44,0,450,0,0,13,0,54,0,0,0,34,17,7,3,5,93,6,0,2179,0,19,13,25,426,3,0,35,42,4,0,0,7,0,0,698,2,0,19,0,0,182,33,844,0,1,0,1,0,17,0,0,0,22,15736,0,2,15355,2659,0,0,0,36,0,251,0,0,1,11313,24,8,109,461,5,1,0,3,10,173,0,31,0,3119,9,3,7778,0,4,0,2,16,60,0,7,374,0,88,0,5,12,0,71,6,14,1717,5398
Bramming,1098,0,8,10526,63,11,6,26,16,4,13,3,8,0,3,2,28,1,26,7,15,63,0,151,7,280,79,13,22,3,32,3153,22,2,138,13,38,7,43,30,19,3,47,8,7,112379,1,80,14,0,22,2175,11,7,0,10,10,3,23,33,18,2542,53,1,4332,0,164,0,246,11,2,10096,80,5,3,1,0,10,265,6,1249,193,0,24,325,7,154,27,10,2,22,3,151,105,0,5,109,3238,9,1310,71,0,3,22,40,7,0,847,6,4,1193,0,0,8,0,31,10,5,23,11205,10,14,5,1,0,7,0,0,2,10,11,0,185,56,2,97,8054,344,0,15,23276,167,2000,96,307,63,0,183,0,11,20,0,29,5,841,48,0,20,1269,13,13,28,110,632,310,320,0,45,24,3,1085,0,10161,93,7,108,6,3,259,1,206,38362,21423,19,192,1012,1335,0,0,58,28,9,405,16,8,2800,52,118,0,24,0,3,24,750,30,483,20,7,17,401,17,1017,1,36,7,3,280,3030,2,17,7,10,0,1,42,3,12,24,0,1,181,96,31,25,466,14,20,153,8,10,3,88,47,10001,0,55,42,10,6,110,2,370,148,0,21,0,4,4,57,1,1637,11,75,21,21,962,95,34,57,5213,2485,5,0,41,22,135,360,30,0,21,0,0,1,6,60,419,106,11,11,0,0,20,13,9,55,3,231,866
Brande,844,6,12,4069,12,5,2,20,7,219,9,4,38,0,4,566,24,0,44,401,33,7,143,0,0,7,42,17,35,17,0,112,8,1,61,0,29,0,38,0,0,0,6,4,109,124,0,8,14,0,10,1314,4,4,92,0,0,0,4,0,2634,8,38,9,13,25,10,1,7,1,1130,0,24,310,0,4,0,23,112,0,187,40,0,18,23738,72,82,30,13,33,11,0,209,30,0,1,2962,58,11,1259,25,2,68,21,4,0,25,0,0,4,136,23,1,68,0,2343,29,24,961,0,0,5,0,5,0,1,0,0,1,272,24,0,11,4,0,47,162,112,0,0,5475,47,520,28,110,6,6,5,19,0,23,0,23,1,10,25,0,0,143,7,0,3,24,113,67,97,0,17,1,0,309,3,2082,17,10,20,0,4,220,0,3,11,25,13,24,384,193,0,0,2,132,4,163,95,4,0,14,1240,0,11,17,4,7,400,78,227,2,0,4,9,4,457,7,14,4,13,33,3,2,1,4,4,0,2,576,90,55,31,5,8,97,13,15,0,44,4,33,2,39,2840,6,4,9,0,0,12,3,17,0,7,4,5,3,0,1,0,82,0,1,2,142,4,101,6,25,118,2,0,8,110,5161,809,7,4,5,50,334,2,0,316,38,0,0,18,0,43,16,10,15,3,0,4,6,4,10,0,50,36
Bred,5,0,0,80,125,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,3,0,0,13,0,0,215,0,4,0,0,3,81,0,0,0,0,0,0,21,0,5,0,7,1,0,3,1,0,0,0,0,0,0,0,3,0,0,0,8,0,11,1,0,0,3,0,10,0,52,0,0,0,4,0,0,5,7,0,0,39,0,0,0,0,0,1,0,0,0,32,51,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,292,5,0,0,244,13,36,0,5,2,0,0,0,0,0,0,0,0,17,0,0,0,262,0,0,0,0,27,0,9,0,49,0,0,33,0,4000,1323,3,2,0,0,0,0,0,0,0,46,0,30,34,0,0,0,0,0,19,0,0,0,0,7,0,0,0,26,0,14,0,0,0,0,3,0,0,4,0,0,0,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,0,0,0,0,0,0,0,0,0,153,1,0,0,0,0,0,0,0,22,0,0,0,0,0,10,0,2,0,0,0,0,0,1,8,104,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,3,0,0,0,0,0,13,0,0,0,0,2
Bredebro,18,4,0,97,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,317,7,0,0,0,0,0,0,302,10,2,0,0,0,0,0,0,1,116,0,0,0,0,457,0,0,0,0,0,94,4,0,2,0,0,0,0,0,0,3,0,0,22,0,1,0,4,5,0,9,0,0,0,0,0,0,0,0,0,17,0,0,10,0,13,0,1,0,0,0,6,0,0,0,10,14,0,15,0,0,0,2,0,0,0,15,0,0,7,1,0,0,0,0,0,0,0,94,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,222,0,0,0,44,0,8,0,7,0,0,1,0,0,4,0,0,0,9,5,0,0,36,0,0,0,0,6,26,6,0,0,0,0,4,0,88,1,0,4,6,0,1,0,49,405,623,0,6,36,6,0,0,0,0,0,11,0,0,4,0,11,0,0,0,0,0,3,1,54,0,0,0,1580,0,12,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,7,5,0,0,36,0,6,1,0,0,0,0,0,511,0,0,0,0,0,0,0,11229,15491,0,0,246,0,0,1,0,1,0,56,0,0,17,0,0,0,182,46,0,0,0,2,3,5,0,0,0,0,0,0,0,141,6,0,4,0,0,0,0,0,0,19,0,0,34
Brejning,229,0,7,3737,20,13,2,61,0,7,3,2,20,0,16,0,30,0,4,4,0,0,97,71,0,0,0,0,0,0,0,20,0,0,623,4,7,10,4,3,0,0,25,3,37,495,0,0,14,0,9,3007,3,1,3,17,3,3,50,3,84,0,9,11,6,0,33,0,0,0,4,8,90,45,0,0,0,6,370,0,89,3,0,7,230,0,7,13,14,0,0,0,9,1,0,0,46,15,31,2523,4,0,0,6,7,0,0,7,0,4,105,2,0,10,0,20,0,8,389,0,7,1,0,0,3,0,0,0,2,0,0,3,1,0,0,0,1264,60,0,0,1274,39,87,5,129,1,1,64,0,16,1,0,4,0,198,12,0,0,157,10,0,4,7,17,7,30,0,26,0,3,82,0,1460,4,3,2,0,0,71,0,3,41,4,4,4,122,118,0,0,3,79,1,22,0,45,0,1,147,0,0,0,0,7,392,51,6,1,1,3,3,6,223,0,0,0,62,120,0,0,1,0,0,0,0,20,0,1,24,0,18,47,4,1,0,37,0,25,105,2,7,0,40,16,0,0,37,0,0,0,4,10,3,7,0,36,0,0,0,0,0,49,7,28,0,16,31,1,0,7,70,28848,4,3,0,0,100,307,0,0,5,0,0,0,43,0,18,31,3,27,4,0,2,4,0,2,0,1,70
Brøndby Strand,34,0,0,100,7,151,0,1454,0,4,27032,711,215,0,429,0,1019,1687,0,0,0,26,13,17,0,0,0,0,241,3,0,16,806,0,0,2337,419,641,20263,94,0,137,0,1021,4,17,9,27,257,9,2628,49,0,251,31208,0,1610,108,0,581,0,0,376,49,0,15923,3,1342,0,0,0,0,13,0,32,1167,163,119,0,0,7684,269,68,547,23,0,4221,0,0,0,7,0,0,698,67,0,5,0,886,14,49,0,28941,4,384,78,0,0,154,0,712,4,0,0,3,13,54005,125,0,0,4058,34,59,483,2804,104,11,8505,0,0,565,10,1379,7,3,99,41,220,0,0,77870,15257,757,12274,3870,7,131,10,0,62,0,45,0,6,0,5672,0,543,51,195,3,54,8984,197,382,1859,27,23,28,6267,80877,0,361,0,839,0,0,233,24,3,0,0,0,5,0,581,4813,0,0,46,5,2471,1,0,227,0,0,6,6,13324,6,0,0,24,0,0,86,49,588,0,0,728,0,30,7517,435,120,0,0,119,224,0,0,1,1,0,0,8677,8,0,8,4,0,10620,16,144,4,0,4,0,0,3,0,0,0,3,185,0,50,89,63,0,0,0,0,0,8373,0,0,0,911,25889,3,809,233,10,0,0,129,4,92,0,22,0,20511,4,0,35,777,0,0,385,10,262,0,8,196,0,187,0,1305,9068,0,6285,0,34,103,13994
Brøndbyøster,41,3,0,224,9,25718,0,732,0,0,470,1165,1505,0,568,0,680,6360,0,0,0,734,22,35,0,0,0,244,0,0,0,0,1352,0,3,37622,828,4280,38234,587,0,53,1,2444,0,80,11,120,1753,8,11289,86,10,669,255,0,8237,90,0,758,0,0,53450,89,0,321,0,5252,0,0,4,0,0,0,153,146,126,1581,13,0,3978,375,17,3556,27,0,2506,5,0,0,4,0,38,2183,45,0,139,0,621,107,149,1,560,1,368,455,0,0,12046,6,39654,0,1,2,15,5,558,215,5,0,637,212,130,977,1470,232,59,138,0,0,1479,62,1971,0,42,252,173,400,0,0,118121,3262,1293,619,557,13,59,0,0,197,0,54,0,81,4,5217,0,1407,73,409,75,82,17737,365,591,2823,12,13,43,22088,118296,0,1026,20,1108,1,0,1020,13,68,0,5,0,6,1,1343,17491,0,0,49,9,8643,49,0,18816,0,0,21,0,928,4,0,0,33,4,5,44,156,1184,6,0,1568,0,132,184,460,549,0,0,590,440,0,0,0,48,0,0,12084,61,0,63,8,0,3436,12,20785,0,0,10,0,0,3,0,0,0,2,4277,0,19,610,389,19,1,0,0,0,25510,0,0,0,52532,229,1,1903,654,6,0,0,86,21,176,0,210,0,28554,31,3,764,2443,1,0,5,194,973,0,9,409,0,682,0,1720,117,0,766,0,283,626,22542
